symbol,eps_growth,recommendation_previous_dars_overall,active_status_by_frequency,subindustry,returns_potential_rating,average_days_to_recovery,recommendation_dars_yield_attractiveness,yield_fwd_rating,years_of_consecutive_div_increase_or_nochg,sector_average_forward_payout_ratio_ffo_count,consec_years_div_incr_rating,profit_growth_rating,ratio_payout_forward_for_rating,payout_next_count,annualized_dividend_growth_5yr_cy0,annualized_dividend_growth_5yr_cy1,returns_risk_rating,bds_reco,dgs_reco,avg_analyst_upside_rating,dars_dividend_growth_streak,price_change_precent,ratio_price_ffo,high_price_52_week,payout_next_ex_date,sector_average_forward_payout_ratio_ffo,short_name,previous_dars_overall,share_class,max_recovery_of_close_price_from_ex_date_less_2day,sector_average_ratio_price_earnings_fy1_count,industry,payout_ratio_rating,annualized_dividend_growth_3yr_cy0,years_of_consecutive_dividend_growth,annualized_dividend_growth_3yr_cy1,min_recovery_of_close_price_from_ex_date_less_1day,next_year_estimate_eps,dividend_annual_current,avg_recovery_of_close_price_from_ex_date_less_1day,returns_total_5_year_avg,payout_next_other_pay_date,sector_average_ratio_payout_forward_count,low_price_52_week,returns_total_10_year_avg,payout_next_percent_change,forward_payout_ratio_ffo,ratio_net_debt_ebitda_ttm,sector_average_ratio_price_ffo,payout_next_other_amount,returns_total_since_inception,payout_next_other_declared_date,low_vol_beta_rating,dividend_policy_status,payout_next_other_type,latest_recovery_of_close_price_from_ex_date_less_1day,float_short_percent_this_month_rating,forward_payout_ratio,payout_next_amount,div_growth_3yr_rating,dars_leverage,val_ratio_rating,payout_frequency,mix_of_recovered_bdc_payouts_exdate_less_2day,trailing_payout_ratio,returns_total_1_year,annualized_dividend_growth_10yr_cy1,recommendation_dars_overall,annualized_dividend_growth_10yr_cy0,hys_reco,dars_overall,payout_next_type,next_payout_estimated_status,annualized_dividend_growth_20yr_cy0,payout_next_other_qualified,payout_next_pay_date,annualized_dividend_growth_20yr_cy1,sector,returns_total_3_year_avg,div_safety_rating,pe_ratio,recommendation_dars_overall_change,no_analysts_rating,low_leverage_rating,inception_date,payout_next_declared_date,name,exchange,sector_average_ratio_price_ffo_count,last_price,sector_average_ratio_price_earnings_fy1,sector_average_ratio_payout_forward,previous_close_price,payout_next_other_ex_date,market_cap,latest_recovery_of_close_price_from_ex_date_less_2day,mix_of_recovered_bdc_payouts_exdate_less_1day,dars_yield_attractiveness,security_type,local_distribution_currency,max_recovery_of_close_price_from_ex_date_less_1day,price_as_of,ytd_return,dividend_yield_current,dps_reco,price_change_precent_of_52_week_high,avg_recovery_of_close_price_from_ex_date_less_2day,min_recovery_of_close_price_from_ex_date_less_2day,most_recent_continuity_window_payout_count,trailing_yield,analyst_reco_rating,payout_next_qualified,annualized_dividend_growth_1yr_cy0,annualized_dividend_growth_1yr_cy1,ltm_dividend,uuid
LOW,0.0954130958590346,Fair,1,home-products-stores,3,7.0,Avoid,2,53,38,5,5,0.3412251287679785,1,0.1486983549970351,0.08924936491294377,4,Hold,Hold,3,5,1.2790224032586501,15.295341131550785,287.01,2025-04-23T00:00:00.000+00:00,0.29978448929441154,LOWES,4.25,Commons,32,489,retail-discretionary,5,0.05209166181989744,53,0.018801380823012748,1,13.480836,4.6,6.41167,0.20608620010392165,,200,211.8,0.14919650695656417,0.0,0.28297365349555026,2.2,8.69999158873275,,0.18700616229697142,,4,DividendActive,,4,5,0.3412251287679785,1.15,3,3,4,4,0.7985,0.3412251287679785,0.0349573755867274,0.13211519404346994,Fair,0.15701078015542635,Sell,4.25,Regular,Estimated,0.20522534870816167,,2025-05-08T00:00:00.000+00:00,0.17591049463932573,consumer-discretionary,0.05995727926381722,4,18.443960003667428,No change,5,4,1990-01-02,2025-03-21T00:00:00.000+00:00,LOWES COMPANIES INC,NYSE,269,248.64,13.236240212324345,0.2749918344166601,245.5,,138621562500,3,1.0,1,stock,USD,31,2025-02-28T19:00:00.000Z,0.011946025404244054,0.0185006435006435,Hold,-13.368872164732936,4.82333,2,143,0.0183,4,Qualified,0.01098901098901095,0.0,4.55,LOW**stock
GRC,0.1472037586835923,Neutral,1,flow-control-equipment,3,2.9,Avoid,2,53,31,5,5,0.31827956989247314,1,0.04634750148152267,0.03107818619598368,4,Sell,Sell,5,5,0.8727849775191702,36.13701700794764,43.79,2025-05-14T00:00:00.000+00:00,0.24464361769996798,The Gorman-Rupp,3.35,Commons,16,389,machinery,4,0.02607801579603075,52,0.016281923537955878,1,2.325,0.74,2.7316,0.05738010941720484,,199,30.47,0.053830535690389425,0.0,0.7011377185600748,8.14,15.958259713074508,,0.1028093239221366,,4,DividendActive,,1,5,0.31827956989247314,0.185,2,0,4,4,1.0,0.31827956989247314,0.04295928784470204,0.05578703944160912,Neutral,0.062129985167185486,Sell,3.35,Regular,Estimated,0.060313246873658466,,2025-06-10T00:00:00.000+00:00,0.06224305565048471,industrials,0.023815445132745472,4,16.40430107526882,No change,2,3,1994-01-03,2025-04-25T00:00:00.000+00:00,The Gorman-Rupp Company,NYSE,253,38.14,15.712994262467086,0.2048284427261224,37.81,,991659973,2,1.0,1,stock,USD,15,2025-02-28T19:00:00.000Z,0.010684220228585506,0.019402202412165705,Sell,-12.9024891527746,4.95654,2,143,0.019,5,Qualified,0.020689655172414056,0.0,0.725,GRC**stock
MGEE,0.07161458333333333,Fair,1,other,2,2.0,Avoid,2,50,23,5,5,0.4374240583232078,1,0.044914922960449966,0.03507536986142945,5,Sell,Sell,1,5,0.7353748216441682,18.183962665717313,109.22,2025-05-30T00:00:00.000+00:00,0.23413774617515107,MGE Energy,4.25,Commons,65,82,utility-networks,4,0.0422177377665125,49,0.025302488198232664,1,4.115,1.8,2.05428,0.07458300565029785,,70,61.94,0.10222664278921934,0.0,0.35662598385586364,2.82,9.399828377892177,,0.13844528116093202,,5,DividendActive,,1,4,0.4374240583232078,0.45,3,3,4,4,1.0,0.4374240583232078,0.48133381307395773,0.040946827247845485,Fair,0.045367639930755876,Sell,4.25,Regular,Estimated,0.03437802308399762,,2025-06-13T00:00:00.000+00:00,0.033880058218095366,utilities,0.1187985522340107,4,22.303766707168894,No change,1,4,1990-03-26,2025-05-21T00:00:00.000+00:00,"MGE Energy, Inc.",NASDAQ,92,91.78,16.674474154307536,0.5356639526651173,91.11,,3326179932,2,1.0,1,stock,USD,10,2025-02-28T16:00:00.000Z,-0.018412090251170632,0.019612115929396382,Sell,-15.967771470426662,9.96432,2,144,0.0191,0,Qualified,0.02564102564102555,0.0,1.755,MGEE**stock
LANC,0.056493663883545216,Fair,1,packaged-food,3,7.0,Avoid,2,63,29,5,5,0.5248618784530387,1,0.059223841048812176,0.04495298630467759,5,,,3,5,0.5946429511129798,48.902200392713155,209.81,2025-03-07T00:00:00.000+00:00,0.21852079464821791,Lancasterlony,4.55,Commons,17,141,consumer-products,,0.053497263573956566,62,0.03273326745287464,1,7.24,3.8,4.45829,0.07776680140349912,,73,163.2,0.10115559078953518,0.0,0.9721090264297446,-0.13,11.381743196881661,,0.10986009443947853,,5,DividendNoChange,,4,4,0.5248618784530387,0.95,3,5,4,4,1.0,0.5248618784530387,-0.054965541692109654,0.06366035779140522,Fair,0.07290822523535989,,4.55,Regular,Declared,0.06849651778222476,,2025-03-31T00:00:00.000+00:00,0.06642351997347196,consumer-staples,0.07031446312285161,,26.403314917127073,No change,4,,1994-01-03,2025-02-12T00:00:00.000+00:00,Lancaster Colony Corporation,NASDAQ,102,191.16,15.853751796257246,0.39713589774708635,190.03,,5239509766,5,1.0,1,stock,USD,16,2025-02-28T16:00:00.000Z,0.10404874667898811,0.01987863569784474,,-8.888994804823414,7.45213,2,143,0.0191,3,Qualified,0.041095890410958846,0.0,3.65,LANC**stock
MSEX,0.05686561121575745,Fair,1,other,3,2.5,Avoid,3,53,23,5,5,0.5354330708661418,1,0.05486474724903179,0.04193118028901366,4,,,4,5,-1.8021547502448474,18.4563073761451,70.73,2025-05-14T00:00:00.000+00:00,0.23413774617515107,MIDDLESEX WATER,3.9,Commons,62,82,utility-networks,4,0.04772165347049606,52,0.02510694034649963,1,2.54,1.36,3.15609,-0.01759584926429425,,70,45.42,0.10104788941277087,0.0,0.5007097153711817,5.19,9.399828377892177,,0.10471174965633989,,4,DividendActive,,1,4,0.5354330708661418,0.34,3,2,4,4,1.0,0.5354330708661418,-0.0004560853038519941,0.053512366162214775,Fair,0.05767862959509462,,3.9,Regular,Estimated,0.035839172992886414,,2025-06-03T00:00:00.000+00:00,0.03507498418764876,utilities,-0.1900233289340172,,19.736220472440944,No change,2,,1990-03-26,2025-04-25T00:00:00.000+00:00,MIDDLESEX WATER COMPANY,NASDAQ,92,50.13,16.674474154307536,0.5356639526651173,51.05,,911510010,2,1.0,2,stock,USD,13,2025-02-28T16:00:00.000Z,-0.04121552606205525,0.02712946339517255,,-29.124840944436592,9.81726,2,92,0.0197,3,Qualified,0.034220532319391817,0.0,0.99,MSEX**stock
AOS,0.11588796817097631,Fair,1,commercial-residential-building-equipment-systems,4,8.2,Avoid,2,32,31,5,5,0.32382756563103754,1,0.06773275669603174,0.05110622618577221,4,Hold,Hold,3,5,0.8189262966333125,15.315134476331767,92.44,2025-04-29T00:00:00.000+00:00,0.24464361769996798,A O Smith,4.25,Commons,78,389,electrical-equipment,4,0.060583058881209295,31,0.03687489462415483,1,4.199766,1.36,13.24645,0.12935757785034796,,199,64.55,0.09447652277788232,0.0,0.31330600011749704,-0.18,15.958259713074508,,0.14857171443335293,,4,DividendActive,,13,4,0.32382756563103754,0.34,4,5,4,4,0.7990999999999999,0.32382756563103754,-0.19434569923034628,0.10976178866032371,Fair,0.1359926754386933,Sell,4.25,Regular,Estimated,0.1129379362664853,,2025-05-15T00:00:00.000+00:00,0.11039169490845868,industrials,0.017393762128641965,4,15.829453355258364,No change,4,5,1990-01-02,2025-04-09T00:00:00.000+00:00,A. O. Smith Corporation,NYSE,253,66.48,15.712994262467086,0.2048284427261224,65.94,,9492669922,21,1.0,2,stock,USD,39,2025-02-28T19:00:00.000Z,-0.020438977347510545,0.02045728038507822,Hold,-28.083080917351786,14.9515,2,143,0.0199,4,Qualified,0.04615384615384621,0.0,1.32,AOS**stock
MKC,0.08355495145707055,Fair,1,packaged-food,3,6.5,Avoid,2,38,29,5,5,0.5417315365101474,1,0.07224432617354637,0.05305617946985408,5,Hold,Hold,2,5,1.1881430671239575,25.328833288377847,85.49,2025-04-04T00:00:00.000+00:00,0.21852079464821791,McCormick,4.05,Commons,49,141,consumer-products,4,0.06265856918261115,38,0.042217737766512275,1,3.322679,1.8,20.43348,0.043799385228550314,,73,66.88,0.1013714847066518,0.0,0.551893232285197,4.31,11.381743196881661,,0.11002058122924474,,5,DividendActive,,21,4,0.5417315365101474,0.45,4,2,5,4,1.0,0.5417315365101474,0.2463564866652792,0.07418475200247698,Fair,0.0824590846221036,Sell,4.05,Regular,Estimated,0.08852379789478149,,2025-04-22T00:00:00.000+00:00,0.0823146550833862,consumer-staples,-0.02986461298785037,4,24.862467906168487,No change,4,3,1994-01-03,2025-03-27T00:00:00.000+00:00,McCormick & Co Inc.,NYSE,102,82.61,15.853751796257246,0.39713589774708635,81.64,,21892109375,24,1.0,2,stock,USD,80,2025-02-28T19:00:00.000Z,0.08355194123819532,0.02178912964532139,Buy,-3.368815066089592,14.68603,2,19,0.0207,4,Qualified,0.05263157894736836,0.0,1.71,MKC**stock
ALB,-3.315163344072661,Avoid,1,specialty-chemicals,3,12.0,Avoid,2,31,23,5,,0.7694211151001743,1,0.010180215943888626,0.007576624052174186,3,,,4,5,-2.456629099658095,-207.94969012989444,143.19,2025-03-14T00:00:00.000+00:00,0.18190611449939026,ALBEMARLE,2.05,Commons,63,222,chemicals,0,0.00836858990836542,30,0.0041494251232543355,1,2.105479,1.62,2.84116,-0.0007867994613622864,,128,71.97,0.046022742225673596,0.0,-4.373341529409697,1.97,10.014972054279468,,0.10030636116495995,,3,DividendNoChange,,1,2,0.7694211151001743,0.405,2,4,3,4,1.0,0.7694211151001743,-0.4519420791242933,0.028763431489623237,Avoid,0.033964677432803514,,2.05,Regular,Declared,0.08619466668284415,,2025-04-01T00:00:00.000+00:00,0.08040054843649291,materials,-0.24745617185727942,,36.58549907170767,No change,5,4,1994-02-22,2025-02-27T00:00:00.000+00:00,ALBEMARLE CORPORATION,NYSE,161,77.03,12.480283385974914,0.24944291813876512,78.97,,9284780273,2,1.0,2,stock,USD,10,2025-02-28T19:00:00.000Z,-0.10513475836431219,0.021030767233545373,,-46.20434387876248,3.16823,2,124,0.0209,4,Qualified,0.006211180124223725,0.0,1.61,ALB**stock
FAST,0.08988080623200374,Neutral,1,industrial-distribution-rental,3,2.2,Avoid,3,26,31,5,5,0.7338723028059522,1,0.11456573996486763,0.08958743119932766,4,Sell,Sell,2,5,2.213524092320152,56.491595538705766,84.88,2025-04-24T00:00:00.000+00:00,0.24464361769996798,FASTENAL,3.5,Commons,6,389,industrial-services,2,0.11524149667113504,26,0.07102630401422205,1,2.343732,1.72,4.07207,0.20335221033682171,,199,61.36,0.1693218848145177,0.0,1.2830522161174425,0.34,15.958259713074508,,0.1672649852879755,,4,DividendActive,,13,4,0.7338723028059522,0.43,4,5,3,4,1.0,0.7338723028059522,0.06306819794846397,0.11106052981946624,Neutral,0.11875255970393783,Hold,3.5,Regular,Estimated,0.1676463799483865,,2025-05-23T00:00:00.000+00:00,0.15285960532161846,industrials,0.16675650653532026,4,32.31171482063649,No change,5,5,1994-01-03,2025-04-10T00:00:00.000+00:00,FASTENAL CO,NASDAQ,253,75.73,15.712994262467086,0.2048284427261224,74.09,,42486988281,6,1.0,2,stock,USD,13,2025-02-28T16:00:00.000Z,0.05930495147576975,0.022712267265284563,Sell,-10.779924599434487,3.38959,2,56,0.0211,3,Qualified,0.10256410256410242,0.0,1.6,FAST**stock
ATO,0.0794396770561006,Fair,1,other,3,1.6,Avoid,3,42,23,5,5,0.4494169009424453,1,0.08168865894546795,0.06374533346737632,5,Hold,Hold,2,5,1.6639935846030536,19.656099060229934,152.65,2025-05-23T00:00:00.000+00:00,0.23413774617515107,Atmos Energy,4.4,Commons,21,82,utility-networks,4,0.07773374842438585,41,0.047815024975621956,1,7.743367,3.48,2.55459,0.10839845318752972,,70,110.97,0.1382079180056086,0.0,0.4496366576585826,5.21,9.399828377892177,,0.12034398413324143,,5,DividendActive,,1,4,0.4494169009424453,0.87,4,2,4,4,1.0,0.4494169009424453,0.38343817472129316,0.07363908521811124,Fair,0.0814793017420894,Hold,4.4,Regular,Estimated,0.05273847259124409,,2025-06-10T00:00:00.000+00:00,0.051899953524169984,utilities,0.1430180934384735,5,19.646492281716725,No change,4,4,1990-01-02,2025-05-08T00:00:00.000+00:00,Atmos Energy Corp,NYSE,92,152.13,16.674474154307536,0.5356639526651173,149.64,,23752089844,2,1.0,2,stock,USD,7,2025-02-28T19:00:00.000Z,0.09865775708225022,0.02287517254979294,Buy,-0.3406485424172989,6.0214,2,143,0.0216,4,Qualified,0.05936073059360725,0.0,3.285,ATO**stock
SRCE,0.026564343178019884,Quality,1,banks,3,6.8,Avoid,3,38,155,5,5,0.24841861711221294,1,0.049679727458400214,0.03541731753098887,4,Hold,Hold,3,5,0.9488256338466314,9.92473887606975,68.13,2025-05-02T00:00:00.000+00:00,0.33813088252378487,1st Source,4.9,Commons,54,590,banking,5,0.04551591714942038,37,0.034680775533341146,1,5.796667,1.44,7.90317,0.12082860025017372,,416,47.3,0.10313491324243707,0.0,0.22020992267396672,,7.08072703789488,,0.0914249260010771,,4,DividendActive,,1,5,0.24841861711221294,0.36,3,5,5,4,1.0,0.24841861711221294,0.36798799404486915,0.07177346253629313,Quality,0.07177346253629313,Hold,4.9,Regular,Estimated,0.05537868966683179,,2025-05-15T00:00:00.000+00:00,0.0483558506825299,financials,0.1493936366276154,5,11.196089062904596,No change,2,5,1994-01-03,2025-04-25T00:00:00.000+00:00,1st Source Corp,NASDAQ,626,64.9,10.611028560718779,0.28578407242187315,64.29,,1578540039,2,1.0,2,stock,USD,39,2025-02-28T16:00:00.000Z,0.1178848967588837,0.022187981510015407,Sell,-4.74093644503154,15.17079,2,153,0.0219,4,Qualified,0.02857142857142847,0.0,1.42,SRCE**stock
CINF,0.5113628287785449,Fair,1,p-c-insurance,4,6.0,Avoid,3,65,155,5,3,0.4317598581445542,1,0.0771435877927431,0.0666839012752738,5,Hold,Hold,3,5,2.255274991352467,8.556356080713545,161.74,2025-03-24T00:00:00.000+00:00,0.33813088252378487,CINCINNATI FINANCIAL,4.25,Commons,48,590,insurance,3,0.08033070725628866,65,0.050717574498580165,1,8.060036,3.48,5.71109,0.1259657842118138,,416,109.93,0.14055687724230226,7.4074074074074066,0.20144861079008955,-0.27,7.08072703789488,,0.10303052005998325,,5,DividendIncrease,,2,5,0.4317598581445542,0.87,4,5,4,4,1.0,0.4317598581445542,0.3355070417401398,0.061274676611179135,Fair,0.06580104590842639,Hold,4.25,Regular,Declared,0.05380673692174187,,2025-04-15T00:00:00.000+00:00,0.04887497145285513,financials,0.1003468099270528,4,18.33862776791568,No change,4,5,1994-01-03,2025-01-31T00:00:00.000+00:00,CINCINNATI FINANCIAL CORP,NASDAQ,626,147.81,10.611028560718779,0.28578407242187315,144.55,,22625539062,48,1.0,2,stock,USD,23,2025-02-28T16:00:00.000Z,0.028601252609603334,0.02354373858331642,Sell,-8.612588104365038,15.04877,2,142,0.0219,4,Qualified,0.07407407407407396,0.0,3.24,CINF**stock
CL,0.08190365853033378,Fair,1,household-products,2,1.6,Avoid,2,62,29,5,5,0.4987599580542875,1,0.02589630491023409,0.021295687600135116,5,Hold,Sell,3,5,1.0753880266075375,23.342972774244743,109.3,2025-04-18T00:00:00.000+00:00,0.21852079464821791,COLGATE-PALMOLIVE,4.2,Commons,7,141,consumer-products,4,0.02083930254095301,62,0.013700332595566689,1,4.009945,2.0,3.18421,0.08676142033564394,,73,85.32,0.04978528659351711,0.0,0.5120757436491113,1.65,11.381743196881661,,0.12479932104635094,,5,DividendActive,,5,5,0.4987599580542875,0.5,2,4,5,4,1.0,0.4987599580542875,0.07693596897864374,0.02515737350290914,Fair,0.02782373114218517,Sell,4.2,Regular,Estimated,0.06384927047840128,,2025-05-15T00:00:00.000+00:00,0.05862586584952156,consumer-staples,0.08787456943186545,4,22.735972687904695,No change,5,4,1990-01-02,2025-03-14T00:00:00.000+00:00,COLGATE-PALMOLIVE COMPANY,NYSE,102,91.17,15.853751796257246,0.39713589774708635,90.2,,73200593750,6,1.0,2,stock,USD,6,2025-02-28T19:00:00.000Z,0.008543185564404254,0.021937040693210487,Sell,-16.587374199451045,4.18421,2,143,0.0219,4,Qualified,0.0,0.0,2.0,CL**stock
ITW,0.08076927928282714,Fair,1,industrial-machinery,3,7.3,Avoid,3,56,31,5,5,0.5345443971194471,1,0.0630306735923003,0.049160304180333236,4,Hold,Hold,2,5,1.0836683898142987,34.113400325612595,279.13,2025-03-31T00:00:00.000+00:00,0.24464361769996798,ILLINOIS TOOL WORKS,3.85,Commons,22,389,machinery,3,0.05844162574054934,55,0.03446862035504772,1,11.224512,6.0,11.91622,0.12062148960710917,,199,232.77,0.12910896638230818,0.0,0.7753632924982027,1.71,15.958259713074508,,0.13914748093992135,,4,DividendNoChange,,11,4,0.5345443971194471,1.5,3,4,4,4,1.0,0.5345443971194471,0.03786309518364939,0.09595822638521723,Fair,0.11229014793451086,Hold,3.85,Regular,Declared,0.1210915282994196,,2025-04-10T00:00:00.000+00:00,0.10956947206784506,industrials,0.10325999355325255,4,23.51817165859861,No change,5,4,1990-01-02,2025-02-14T00:00:00.000+00:00,ILLINOIS TOOL WORKS INC.,NYSE,253,263.98,15.712994262467086,0.2048284427261224,261.15,,76647523438,14,1.0,2,stock,USD,23,2025-02-28T19:00:00.000Z,0.0472536765059961,0.022728994620804608,Hold,-5.42757854763013,8.49083,2,142,0.022,3,Qualified,0.0344827586206895,0.0,5.8,ITW**stock
MCD,0.08445503105345702,Fair,1,restaurants,4,3.9,Avoid,3,50,38,5,5,0.5306818031908068,1,0.07033701387905711,0.06163393159738839,5,Buy,Hold,3,5,-0.5226649459590271,26.03643966492526,317.9,2025-03-03T00:00:00.000+00:00,0.29978448929441154,MCDONALDS,3.7,Commons,11,489,gaming-lodging-restaurants,3,0.07747104670808636,49,0.04355434421704185,1,13.341328,7.08,22.35753,0.12265771089297428,,200,243.53,0.1483112204625867,0.0,0.5978594130563709,3.79,8.69999158873275,,0.12155350613595606,,5,DividendNoChange,,4,5,0.5306818031908068,1.77,4,3,5,4,1.0,0.5306818031908068,0.08009665773073404,0.06967687141714496,Fair,0.0748490613038355,Hold,3.7,Regular,Declared,0.12511761146342848,,2025-03-17T00:00:00.000+00:00,0.10281245643651316,consumer-discretionary,0.1106631327591947,4,23.110892708731843,No change,5,4,1970-01-02,2025-02-06T00:00:00.000+00:00,MCDONALDS CORP,NYSE,269,308.33,13.236240212324345,0.2749918344166601,309.95,,221447234375,4,1.0,2,stock,USD,137,2025-02-28T19:00:00.000Z,0.06361033495463797,0.022962410404436806,Buy,-3.010380622837372,4.45589,2,68,0.022,4,Qualified,0.04424778761061954,0.0,6.779999999999999,MCD**stock
APD,0.10175843970828545,Neutral,1,basic-diversified-chemicals,2,5.4,Avoid,3,50,23,5,5,0.5121809286283745,1,-0.07754827488373828,-0.021942006004453285,4,Sell,Sell,3,5,1.1971447776959612,20.94528301673502,341.14,2025-04-01T00:00:00.000+00:00,0.18190611449939026,AIR PRODUCTS AND CHEMICALS,3.5500000000000003,Commons,112,222,chemicals,3,-0.17945448959478782,50,-0.08456942154297553,1,13.979435,7.16,16.99606,0.10157832000534417,,128,227.53,0.0993293103856776,1.1299435028248588,0.4743578250824695,1.16,10.014972054279468,,0.12129114678141129,,4,DividendIncrease,,6,5,0.5121809286283745,1.79,1,4,5,4,1.0,0.5121809286283745,0.37585957808514614,0.04554224305450849,Neutral,0.01002890278328783,Hold,3.5500000000000003,Regular,Declared,0.05277036887158659,,2025-05-12T00:00:00.000+00:00,0.07107965213190082,materials,0.13970578463948358,4,22.615363210315724,No change,5,4,1990-01-02,2025-01-22T00:00:00.000+00:00,"AIR PRODUCTS AND CHEMICALS, INC.",NYSE,161,316.15,12.480283385974914,0.24944291813876512,312.41,,69503617188,7,1.0,2,stock,USD,111,2025-02-28T19:00:00.000Z,0.09683253948854076,0.02264747746322948,Sell,-7.325438236501148,18.20451,2,142,0.0224,4,Qualified,-0.49435028248587565,0.5,7.08,APD**stock
GD,0.1256527005467281,Fair,1,defense-primes,3,2.4,Avoid,3,33,31,5,5,0.3388942822269817,1,0.05239586215841796,0.03597261790870743,5,Hold,Hold,3,5,0.3894761942611834,10.620120185019916,316.9,2025-04-11T00:00:00.000+00:00,0.24464361769996798,GENERAL DYNAMICS,4.0,Commons,9,389,aerospace-defense,4,0.04065298211984736,33,0.02464038965577986,1,16.760389,5.68,3.48499,0.12254878995884244,,199,239.87,0.08522483090449362,0.0,0.23880555285397118,2.07,15.958259713074508,,0.1897142983982596,,5,DividendActive,,2,5,0.3388942822269817,1.42,3,3,4,4,1.0,0.3388942822269817,-0.05239141115707302,0.06450443512085124,Fair,0.07484026011930078,Hold,4.0,Regular,Estimated,0.10296801228473207,,2025-05-09T00:00:00.000+00:00,0.09528723296849462,industrials,0.049343592712554285,4,15.071249241291476,No change,5,4,1990-01-02,2025-03-06T00:00:00.000+00:00,GENERAL DYNAMICS CORPORATION,NYSE,253,252.6,15.712994262467086,0.2048284427261224,251.62,,68025656250,2,1.0,2,stock,USD,8,2025-02-28T19:00:00.000Z,-0.03622498695767329,0.022486144101346,Buy,-20.290312401388444,4.45692,2,143,0.0225,4,Qualified,0.0,0.0,5.68,GD**stock
PG,0.06291318174627278,Fair,1,household-products,3,8.7,Avoid,3,69,29,5,5,0.546728368480254,1,0.04944675278749888,0.029624516801204814,5,Hold,Hold,2,5,1.0873989649357474,23.331029475463676,180.43,2025-04-18T00:00:00.000+00:00,0.21852079464821791,PROCTER GAMBLE,4.45,Commons,26,141,consumer-products,4,0.032920207609111074,69,0.022792524312998275,1,7.363803,4.026,7.53907,0.11684023578847902,,73,153.52,0.10462615053693414,0.0,0.540328604856286,1.17,11.381743196881661,,0.1152057825338213,,5,DividendActive,,2,5,0.546728368480254,1.0065,3,4,4,4,1.0,0.546728368480254,0.12131413805747404,0.041612827927429485,Fair,0.042645266745487076,Hold,4.45,Regular,Estimated,0.06606279602062504,,2025-05-15T00:00:00.000+00:00,0.060651240583432964,consumer-staples,0.069197939809861,5,23.607367008595965,No change,5,5,1990-01-02,2025-04-09T00:00:00.000+00:00,PROCTER & GAMBLE CO,NYSE,102,173.84,15.853751796257246,0.39713589774708635,171.97,,403244156250,3,1.0,2,stock,USD,25,2025-02-28T19:00:00.000Z,0.043281299848321186,0.02315922687528762,Buy,-3.6523859668569525,8.38969,2,143,0.0232,4,Qualified,0.0,0.0,4.026,PG**stock
PPG,0.10168189667646627,Fair,1,specialty-chemicals,3,4.5,Avoid,3,55,23,5,5,0.3136606959277501,1,0.05310074950342769,0.03774844903576846,3,Hold,Hold,3,5,-1.182197496522948,28.54726041598558,145.6,2025-05-09T00:00:00.000+00:00,0.18190611449939026,PPG INDUSTRIES,3.85,Commons,82,222,chemicals,5,0.039723466340239266,54,0.023085027917231216,1,8.671791,2.72,9.30357,0.03528065255846902,,128,110.2,0.013444568691173497,0.0,0.6858200700537076,3.23,10.014972054279468,,0.10887296538383717,,3,DividendActive,,6,5,0.3136606959277501,0.68,3,3,3,4,1.0,0.3136606959277501,-0.17042879108226827,0.05716902677373592,Fair,0.0675328461999869,Hold,3.85,Regular,Estimated,0.055125934139917065,,2025-06-12T00:00:00.000+00:00,0.053727408481313965,materials,-0.01665257912386353,4,13.056126467992598,No change,5,4,1990-01-02,2025-04-18T00:00:00.000+00:00,"PPG INDUSTRIES, INC.",NYSE,161,113.22,12.480283385974914,0.24944291813876512,113.68,,25961220703,7,1.0,2,stock,USD,81,2025-02-28,-0.04654130502316811,0.024024024024024024,Sell,-21.923076923076913,9.32908,2,143,0.0235,4,Qualified,0.022556390977443552,0.0,2.66,PPG**stock
RBCAA,-0.019784172661870502,Fair,1,banks,3,3.0,Avoid,3,27,155,5,4,0.3310091743119266,1,0.0953731765775141,0.07925772298130362,4,,,2,5,0.5484731692855094,8.803949856432522,80.68,2025-03-21T00:00:00.000+00:00,0.33813088252378487,REPUBLIC BANCORP,4.55,Commons,36,590,banking,5,0.09767571076041248,27,0.06439210988890309,1,5.45,1.804,6.68443,0.17195586557543208,,416,46.55,0.14162214087758063,10.81081081081081,0.23414898335551043,,7.08072703789488,,0.08650712878240152,,5,DividendIncrease,,1,5,0.3310091743119266,0.451,4,5,4,4,1.0,0.3310091743119266,0.4391888921508824,0.08137981419531148,Fair,0.08732293798442292,,4.55,Regular,Declared,0.08686125659658184,,2025-04-18T00:00:00.000+00:00,0.08028610524476232,financials,0.1884663323234268,4,12.445871559633028,No change,1,5,1998-07-22,2025-01-22T00:00:00.000+00:00,"REPUBLIC BANCORP, INC.",NASDAQ,626,67.83,10.611028560718779,0.28578407242187315,67.46,,,2,1.0,2,stock,USD,21,2025-02-28,-0.02919708029197088,0.02659590151850214,,-15.927119484382757,8.59128,2,101,0.024,3,Qualified,0.10810810810810811,0.0,1.628,RBCAA**stock
